Codice Articolo Fornitore2222;Unita di Misura;Prezzo;Data Inizio Validita;Sconto 1;Sconto 2;Sconto 3;Sconto 4;Sconto 5;Sconto 6
94032;Pz;5,32;10/06/23;;;;;;
94033;Pz;6,98;10/06/23;;;;;;
94034;Pz;9,73;10/06/23;;;;;;
77414;CZ;23,9;10/06/23;;;;;;
81851;CZ;29,9;10/06/23;;;;;;
55946;Pz;6,15;10/06/23;;;;;;
55947;Pz;8,05;10/06/23;;;;;;
55948;Pz;16,1;10/06/23;;;;;;
55949;Pz;8,65;10/06/23;;;;;;
55951;Pz;9,25;10/06/23;;;;;;
55952;Pz;16,6;10/06/23;;;;;;
55955;Pz;13,6;10/06/23;;;;;;
55957;Pz;27,8;10/06/23;;;;;;
57585;CZ;4,47;10/06/23;;;;;;
57586;CZ;4,11;10/06/23;;;;;;
57587;CZ;3,87;10/06/23;;;;;;
57588;CZ;3,87;10/06/23;;;;;;
57589;CZ;3,87;10/06/23;;;;;;
57590;CZ;3,87;10/06/23;;;;;;
57591;CZ;6,89;10/06/23;;;;;;
57592;CZ;5,92;10/06/23;;;;;;
57593;CZ;5,92;10/06/23;;;;;;
57594;CZ;5,92;10/06/23;;;;;;
58815;Pz;3,75;10/06/23;;;;;;
58816;Pz;9,06;10/06/23;;;;;;
70962;Pz;21,2;10/06/23;;;;;;
75369;Pz;23,4;10/06/23;;;;;;
75370;Pz;29,4;10/06/23;;;;;;
75371;Pz;13;10/06/23;;;;;;
75553;CZ;25,1;10/06/23;;;;;;
661;Pz;243,7;10/06/23;;;;;;
662;Pz;53,3;10/06/23;;;;;;
7003;Pz;49,2;10/06/23;;;;;;
7007;Pz;94,6;10/06/23;;;;;;
7009;Pz;43,4;10/06/23;;;;;;
7010;Pz;50,2;10/06/23;;;;;;
7756;Pz;61,5;10/06/23;;;;;;
7762;Pz;256,3;10/06/23;;;;;;
8394;Pz;993,1;10/06/23;;;;;;
8395;Pz;322,4;10/06/23;;;;;;
8741;Pz;92,5;10/06/23;;;;;;
50714;Pz;58,9;10/06/23;;;;;;
52599;Pz;57,4;10/06/23;;;;;;
55493;Pz;114,6;10/06/23;;;;;;
55496;Pz;109,4;10/06/23;;;;;;
55498;Pz;79,9;10/06/23;;;;;;
55641;Pz;128,4;10/06/23;;;;;;
58726;Pz;87,7;10/06/23;;;;;;
58729;Pz;119,4;10/06/23;;;;;;
58731;Pz;63,5;10/06/23;;;;;;
61756;Pz;47,5;10/06/23;;;;;;
63962;Pz;85,3;10/06/23;;;;;;
68349;Pz;78;10/06/23;;;;;;
68778;Pz;108,7;10/06/23;;;;;;
71584;Pz;112,7;10/06/23;;;;;;
72239;Pz;67,6;10/06/23;;;;;;
72545;Pz;133;10/06/23;;;;;;
72815;Pz;50,4;10/06/23;;;;;;
73572;Pz;71,7;10/06/23;;;;;;
73971;Pz;63,1;10/06/23;;;;;;
75365;Pz;64;10/06/23;;;;;;
75366;Pz;224,4;10/06/23;;;;;;
75367;Pz;132,7;10/06/23;;;;;;
75368;Pz;79,6;10/06/23;;;;;;
76302;Pz;339,9;10/06/23;;;;;;
76699;Pz;447,2;10/06/23;;;;;;
76700;Pz;123,6;10/06/23;;;;;;
76701;Pz;136;10/06/23;;;;;;
76702;Pz;216,6;10/06/23;;;;;;
76703;Pz;121,7;10/06/23;;;;;;
76704;Pz;162,6;10/06/23;;;;;;
76706;Pz;128,8;10/06/23;;;;;;
77450;Pz;69,3;10/06/23;;;;;;
77642;Pz;84,1;10/06/23;;;;;;
79122;Pz;257,7;10/06/23;;;;;;
79817;Pz;121,2;10/06/23;;;;;;
80839;Pz;94,5;10/06/23;;;;;;
80850;Pz;84,1;10/06/23;;;;;;
84490;Pz;135,5;10/06/23;;;;;;
84491;Pz;188,5;10/06/23;;;;;;
84492;Pz;116;10/06/23;;;;;;
88516;Pz;517,1;10/06/23;;;;;;
90539;Pz;35,1;10/06/23;;;;;;
90540;Pz;58,9;10/06/23;;;;;;
92315;Pz;155,9;10/06/23;;;;;;
93994;Pz;384,2;10/06/23;;;;;;
96287;Pz;104,2;10/06/23;;;;;;
99055;Pz;70,8;10/06/23;;;;;;
99488;Pz;286,1;10/06/23;;;;;;
243;Pz;1,59;10/06/23;;;;;;
244;Pz;4,14;10/06/23;;;;;;
2891;Pz;7,81;10/06/23;;;;;;
4123;Pz;7,46;10/06/23;;;;;;
5950;Pz;6,07;10/06/23;;;;;;
5951;Pz;8,36;10/06/23;;;;;;
5954;Pz;11,5;10/06/23;;;;;;
5955;Pz;8,03;10/06/23;;;;;;
6832;Pz;6,42;10/06/23;;;;;;
7705;Pz;1,85;10/06/23;;;;;;
8274;Pz;7,98;10/06/23;;;;;;
19376;Pz;1,65;10/06/23;;;;;;
19377;Pz;1,95;10/06/23;;;;;;
19378;Pz;2,61;10/06/23;;;;;;
19380;Pz;6,07;10/06/23;;;;;;
19381;Pz;11,3;10/06/23;;;;;;
19382;Pz;7,64;10/06/23;;;;;;
19383;Pz;14,4;10/06/23;;;;;;
21958;Pz;6,07;10/06/23;;;;;;
22372;Pz;6,35;10/06/23;;;;;;
22374;Pz;5,37;10/06/23;;;;;;
22375;Pz;5,37;10/06/23;;;;;;
22376;Pz;6,19;10/06/23;;;;;;
22377;Pz;15,5;10/06/23;;;;;;
33754;Pz;5,37;10/06/23;;;;;;
35722;Pz;9,67;10/06/23;;;;;;
50531;Pz;7,39;10/06/23;;;;;;
50532;Pz;6,46;10/06/23;;;;;;
50533;Pz;6,46;10/06/23;;;;;;
50534;Pz;6,46;10/06/23;;;;;;
52349;Pz;22,9;10/06/23;;;;;;
53459;Pz;9,31;10/06/23;;;;;;
53462;Pz;9,31;10/06/23;;;;;;
53764;Pz;3,32;10/06/23;;;;;;
55897;Pz;6,23;10/06/23;;;;;;
56468;Pz;5,37;10/06/23;;;;;;
56469;Pz;5,37;10/06/23;;;;;;
58366;Pz;7,05;10/06/23;;;;;;
58367;Pz;9,29;10/06/23;;;;;;
58368;Pz;7,42;10/06/23;;;;;;
59359;Pz;7,45;10/06/23;;;;;;
59940;Pz;13,2;10/06/23;;;;;;
64042;Pz;3,71;10/06/23;;;;;;
64798;Pz;4,14;10/06/23;;;;;;
69654;Pz;13,7;10/06/23;;;;;;
69655;Pz;18,1;10/06/23;;;;;;
69797;ROT;11,6;10/06/23;;;;;;
69798;Pz;6,13;10/06/23;;;;;;
70269;Pz;0,79;10/06/23;;;;;;
71169;Pz;5,24;10/06/23;;;;;;
71170;Pz;7,47;10/06/23;;;;;;
71172;Pz;8,74;10/06/23;;;;;;
72103;Pz;15,7;10/06/23;;;;;;
72750;Pz;8,23;10/06/23;;;;;;
72751;Pz;8,23;10/06/23;;;;;;
72752;Pz;8,23;10/06/23;;;;;;
73083;Pz;44,6;10/06/23;;;;;;
73659;Pz;5,81;10/06/23;;;;;;
74708;Pz;5,35;10/06/23;;;;;;
75603;Pz;5,91;10/06/23;;;;;;
76901;Pz;3,01;10/06/23;;;;;;
76902;Pz;6,79;10/06/23;;;;;;
76903;Pz;12,8;10/06/23;;;;;;
77229;Pz;12;10/06/23;;;;;;
77230;Pz;12;10/06/23;;;;;;
77231;Pz;12;10/06/23;;;;;;
77232;Pz;12;10/06/23;;;;;;
78319;Pz;10,2;10/06/23;;;;;;
78338;CZ;2,4;10/06/23;;;;;;
78339;Pz;1,56;10/06/23;;;;;;
78340;Pz;3,08;10/06/23;;;;;;
78341;Pz;2,8;10/06/23;;;;;;
78425;CZ;90,6;10/06/23;;;;;;
78447;Pz;74,5;10/06/23;;;;;;
78539;Pz;2,16;10/06/23;;;;;;
80224;Pz;5,15;10/06/23;;;;;;
80225;Pz;5,47;10/06/23;;;;;;
80903;Pz;2,48;10/06/23;;;;;;
81446;Pz;1,9;10/06/23;;;;;;
81447;Pz;5,15;10/06/23;;;;;;
81448;Pz;3,87;10/06/23;;;;;;
81607;Pz;7,13;10/06/23;;;;;;
86223;Pz;3,74;10/06/23;;;;;;
88711;Pz;2,89;10/06/23;;;;;;
88712;Pz;5,38;10/06/23;;;;;;
90302;Pz;6,33;10/06/23;;;;;;
90552;Pz;4,34;10/06/23;;;;;;
92278;Pz;14,6;10/06/23;;;;;;
92667;Pz;2,7;10/06/23;;;;;;
92668;Pz;3,73;10/06/23;;;;;;
92669;Pz;2,89;10/06/23;;;;;;
92670;Pz;2,69;10/06/23;;;;;;
92671;Pz;7,59;10/06/23;;;;;;
92672;Pz;7,59;10/06/23;;;;;;
92673;Pz;3,31;10/06/23;;;;;;
92674;Pz;3,24;10/06/23;;;;;;
92675;Pz;3,57;10/06/23;;;;;;
92676;Pz;1,69;10/06/23;;;;;;
92677;Pz;1,69;10/06/23;;;;;;
92678;Pz;3,48;10/06/23;;;;;;
92679;Pz;4,1;10/06/23;;;;;;
92680;Pz;8,73;10/06/23;;;;;;
92681;Pz;4,79;10/06/23;;;;;;
92682;Pz;5,03;10/06/23;;;;;;
92683;Pz;5,13;10/06/23;;;;;;
92826;Pz;8,67;10/06/23;;;;;;
92827;Pz;8,67;10/06/23;;;;;;
92828;Pz;8,67;10/06/23;;;;;;
92829;Pz;8,67;10/06/23;;;;;;
97521;Pz;8,67;10/06/23;;;;;;
97522;Pz;7,59;10/06/23;;;;;;
97523;Pz;12,3;10/06/23;;;;;;
97526;Pz;12,1;10/06/23;;;;;;
97527;Pz;12,1;10/06/23;;;;;;
99290;Pz;8,2;10/06/23;;;;;;
99740;Pz;2,44;10/06/23;;;;;;
59662;Pz;1,47;10/06/23;;;;;;
77101;Pz;1,47;10/06/23;;;;;;
78455;Pz;1,14;10/06/23;;;;;;
95953;Pz;1,76;10/06/23;;;;;;
97442;Pz;0,85;10/06/23;;;;;;
97443;Pz;0,89;10/06/23;;;;;;
99665;Pz;0,85;10/06/23;;;;;;
7121;Pz;2,33;10/06/23;;;;;;
7122;Pz;1,93;10/06/23;;;;;;
7123;Pz;2,35;10/06/23;;;;;;
7124;Pz;2,74;10/06/23;;;;;;
7125;Pz;3,39;10/06/23;;;;;;
7126;Pz;3,74;10/06/23;;;;;;
7129;Pz;2,3;10/06/23;;;;;;
59424;Pz;2,23;10/06/23;;;;;;
72261;Pz;1,74;10/06/23;;;;;;
73410;Pz;1,95;10/06/23;;;;;;
73411;Pz;1,66;10/06/23;;;;;;
78837;Pz;3,74;10/06/23;;;;;;
57685;Pz;0,54;10/06/23;;;;;;
58592;Pz;1,96;10/06/23;;;;;;
88019;Pz;0,86;10/06/23;;;;;;
97444;Pz;1,38;10/06/23;;;;;;
44015;Pz;0,78;10/06/23;;;;;;
44016;Pz;0,83;10/06/23;;;;;;
44017;Pz;1,15;10/06/23;;;;;;
44018;Pz;1,23;10/06/23;;;;;;
44019;Pz;2,02;10/06/23;;;;;;
44020;Pz;3,49;10/06/23;;;;;;
44021;Pz;2,23;10/06/23;;;;;;
44022;Pz;2,49;10/06/23;;;;;;
44023;Pz;2,86;10/06/23;;;;;;
44024;Pz;3,67;10/06/23;;;;;;
77776;Pz;2,21;10/06/23;;;;;;
81330;Pz;2,72;10/06/23;;;;;;
81331;Pz;2,72;10/06/23;;;;;;
88007;Pz;1,78;10/06/23;;;;;;
88008;Pz;1,78;10/06/23;;;;;;
88009;Pz;1,78;10/06/23;;;;;;
88010;Pz;1,78;10/06/23;;;;;;
88011;Pz;1,78;10/06/23;;;;;;
88012;Pz;1,78;10/06/23;;;;;;
88013;Pz;1,78;10/06/23;;;;;;
88014;Pz;1,78;10/06/23;;;;;;
88015;Pz;1,78;10/06/23;;;;;;
88016;Pz;1,78;10/06/23;;;;;;
88017;Pz;1,78;10/06/23;;;;;;
88018;Pz;1,78;10/06/23;;;;;;
91456;Pz;4,32;10/06/23;;;;;;
75438;Pz;3,91;10/06/23;;;;;;
68912;Pz;6,68;10/06/23;;;;;;
68913;Pz;7,87;10/06/23;;;;;;
68914;Pz;10,1;10/06/23;;;;;;
775;Pz;24,7;10/06/23;;;;;;
5806;Pz;2,47;10/06/23;;;;;;
5807;Pz;3,51;10/06/23;;;;;;
5808;Pz;4,68;10/06/23;;;;;;
5809;Pz;6,09;10/06/23;;;;;;
5810;Pz;6,99;10/06/23;;;;;;
45905;Pz;5,43;10/06/23;;;;;;
45906;Pz;9,11;10/06/23;;;;;;
45910;Pz;16,1;10/06/23;;;;;;
45911;Pz;11,5;10/06/23;;;;;;
62840;Pz;2,59;10/06/23;;;;;;
62843;Pz;3,69;10/06/23;;;;;;
62846;Pz;4,93;10/06/23;;;;;;
62849;Pz;6,41;10/06/23;;;;;;
64894;Pz;9,59;10/06/23;;;;;;
64895;Pz;9,59;10/06/23;;;;;;
64896;Pz;9,59;10/06/23;;;;;;
73149;Pz;2,78;10/06/23;;;;;;
73150;Pz;2,78;10/06/23;;;;;;
73151;Pz;3,94;10/06/23;;;;;;
73152;Pz;3,94;10/06/23;;;;;;
73153;Pz;5,29;10/06/23;;;;;;
73154;Pz;5,29;10/06/23;;;;;;
73155;Pz;6,91;10/06/23;;;;;;
73156;Pz;6,91;10/06/23;;;;;;
76077;Pz;4,36;10/06/23;;;;;;
76078;Pz;4,36;10/06/23;;;;;;
76079;Pz;4,36;10/06/23;;;;;;
79741;Pz;0,78;10/06/23;;;;;;
79742;Pz;6,2;10/06/23;;;;;;
79743;Pz;9,44;10/06/23;;;;;;
46017;Pz;12,5;10/06/23;;;;;;
69856;Pz;74,5;10/06/23;;;;;;
15693;Pz;5,53;10/06/23;;;;;;
31772;Pz;4,14;10/06/23;;;;;;
31773;Pz;4,67;10/06/23;;;;;;
31774;Pz;7,01;10/06/23;;;;;;
93640;CZ;2,12;10/06/23;;;;;;
93641;CZ;1,82;10/06/23;;;;;;
93668;Pz;4,79;10/06/23;;;;;;
15704;Pz;0,06;10/06/23;;;;;;
15705;Pz;0,06;10/06/23;;;;;;
15681;Pz;0,194;10/06/23;;;;;;
15682;Pz;0,226;10/06/23;;;;;;
15683;Pz;0,268;10/06/23;;;;;;
15685;Pz;0,305;10/06/23;;;;;;
15686;Pz;0,336;10/06/23;;;;;;
15687;Pz;0,376;10/06/23;;;;;;
15689;Pz;0,57;10/06/23;;;;;;
15694;Pz;0,7;10/06/23;;;;;;
15695;Pz;0,79;10/06/23;;;;;;
15696;Pz;0,98;10/06/23;;;;;;
15697;Pz;1,16;10/06/23;;;;;;
15698;CZ;27,2;10/06/23;;;;;;
15699;Pz;0,0197;10/06/23;;;;;;
15700;Pz;0,0197;10/06/23;;;;;;
15701;Pz;0,0128;10/06/23;;;;;;
46549;CZ;0,66;10/06/23;;;;;;
46550;CZ;0,67;10/06/23;;;;;;
46551;CZ;0,77;10/06/23;;;;;;
46552;CZ;0,88;10/06/23;;;;;;
46553;CZ;1,85;10/06/23;;;;;;
46554;CZ;2,1;10/06/23;;;;;;
46555;CZ;2,36;10/06/23;;;;;;
55279;CZ;0,82;10/06/23;;;;;;
55280;CZ;0,91;10/06/23;;;;;;
62479;Pz;1,18;10/06/23;;;;;;
62480;Pz;1,29;10/06/23;;;;;;
62481;Pz;1,67;10/06/23;;;;;;
62710;CZ;0,82;10/06/23;;;;;;
62711;CZ;0,91;10/06/23;;;;;;
63058;CZ;0,82;10/06/23;;;;;;
63059;CZ;0,91;10/06/23;;;;;;
64132;Pz;0,095;10/06/23;;;;;;
64133;Pz;0,095;10/06/23;;;;;;
64134;Pz;0,095;10/06/23;;;;;;
64135;Pz;0,122;10/06/23;;;;;;
64136;Pz;0,122;10/06/23;;;;;;
64137;Pz;0,122;10/06/23;;;;;;
68932;Pz;4,12;10/06/23;;;;;;
68933;Pz;5,53;10/06/23;;;;;;
69358;Pz;2,23;10/06/23;;;;;;
69359;Pz;3,3;10/06/23;;;;;;
79466;Pz;1,17;10/06/23;;;;;;
79467;Pz;1,33;10/06/23;;;;;;
79468;Pz;1,57;10/06/23;;;;;;
79469;Pz;1,79;10/06/23;;;;;;
79470;CZ;2,88;10/06/23;;;;;;
79471;CZ;3,12;10/06/23;;;;;;
79472;CZ;3,36;10/06/23;;;;;;
79473;CZ;4,04;10/06/23;;;;;;
79474;CZ;3,03;10/06/23;;;;;;
79475;CZ;3,28;10/06/23;;;;;;
79476;CZ;3,52;10/06/23;;;;;;
79477;CZ;4,24;10/06/23;;;;;;
79478;CZ;3,03;10/06/23;;;;;;
79479;CZ;3,28;10/06/23;;;;;;
79480;CZ;3,52;10/06/23;;;;;;
79481;CZ;4,24;10/06/23;;;;;;
79482;CZ;3,03;10/06/23;;;;;;
79483;CZ;3,28;10/06/23;;;;;;
79484;CZ;3,52;10/06/23;;;;;;
79485;CZ;4,24;10/06/23;;;;;;
79486;CZ;3,53;10/06/23;;;;;;
79487;CZ;3,75;10/06/23;;;;;;
79488;CZ;4,84;10/06/23;;;;;;
79489;CZ;3,53;10/06/23;;;;;;
79490;CZ;3,75;10/06/23;;;;;;
79491;CZ;4,84;10/06/23;;;;;;
79492;CZ;0,82;10/06/23;;;;;;
79493;CZ;0,91;10/06/23;;;;;;
79494;CZ;1,02;10/06/23;;;;;;
79495;CZ;1,53;10/06/23;;;;;;
87952;CZ;4;10/06/23;;;;;;
87953;CZ;4,32;10/06/23;;;;;;
87954;CZ;4,6;10/06/23;;;;;;
87955;CZ;6,44;10/06/23;;;;;;
87956;CZ;5;10/06/23;;;;;;
87957;CZ;5,4;10/06/23;;;;;;
87958;CZ;5,96;10/06/23;;;;;;
87959;CZ;8,38;10/06/23;;;;;;
87960;CZ;3,66;10/06/23;;;;;;
87961;CZ;4,06;10/06/23;;;;;;
87962;CZ;4,36;10/06/23;;;;;;
87963;CZ;4,64;10/06/23;;;;;;
87964;CZ;4,32;10/06/23;;;;;;
87965;CZ;4,8;10/06/23;;;;;;
87966;CZ;5,1;10/06/23;;;;;;
87967;CZ;5,64;10/06/23;;;;;;
87968;CZ;0,98;10/06/23;;;;;;
87969;CZ;1,08;10/06/23;;;;;;
87970;CZ;1,18;10/06/23;;;;;;
54873;CZ;1,48;10/06/23;;;;;;
54874;CZ;1,48;10/06/23;;;;;;
38935;Pz;1,41;10/06/23;;;;;;
38938;Pz;1,57;10/06/23;;;;;;
77238;Pz;5,42;10/06/23;;;;;;
11188;Pz;4,54;10/06/23;;;;;;
11189;Pz;8,77;10/06/23;;;;;;
11283;Pz;4,84;10/06/23;;;;;;
11284;Pz;2,43;10/06/23;;;;;;
15404;Pz;7,62;10/06/23;;;;;;
15405;Pz;8,61;10/06/23;;;;;;
15406;Pz;8,84;10/06/23;;;;;;
38830;Pz;70,6;10/06/23;;;;;;
15730;CZ;11,6;10/06/23;;;;;;
15731;CZ;12,1;10/06/23;;;;;;
15732;CZ;13,3;10/06/23;;;;;;
15734;CZ;11,6;10/06/23;;;;;;
15736;CZ;13,3;10/06/23;;;;;;
28439;CZ;12,1;10/06/23;;;;;;
76234;CZ;1,27;10/06/23;;;;;;
76235;CZ;1,28;10/06/23;;;;;;
76236;CZ;1,31;10/06/23;;;;;;
76237;CZ;1,27;10/06/23;;;;;;
76238;CZ;1,28;10/06/23;;;;;;
76239;CZ;1,31;10/06/23;;;;;;
13282;Pz;0,0433;10/06/23;;;;;;
13287;Pz;0,098;10/06/23;;;;;;
13288;Pz;0,12;10/06/23;;;;;;
13299;Pz;0,124;10/06/23;;;;;;
13300;Pz;0,155;10/06/23;;;;;;
13302;Pz;0,187;10/06/23;;;;;;
13315;Pz;0,22;10/06/23;;;;;;
13317;Pz;0,265;10/06/23;;;;;;
13318;Pz;0,304;10/06/23;;;;;;
13319;Pz;0,342;10/06/23;;;;;;
13320;Pz;0,392;10/06/23;;;;;;
13332;Pz;0,294;10/06/23;;;;;;
13334;Pz;0,402;10/06/23;;;;;;
13336;Pz;0,483;10/06/23;;;;;;
13337;Pz;0,56;10/06/23;;;;;;
13339;Pz;0,65;10/06/23;;;;;;
13345;Pz;0,3;10/06/23;;;;;;
13346;Pz;0,317;10/06/23;;;;;;
13347;Pz;0,322;10/06/23;;;;;;
13349;Pz;0,34;10/06/23;;;;;;
13350;Pz;0,491;10/06/23;;;;;;
13351;Pz;0,51;10/06/23;;;;;;
13352;Pz;0,56;10/06/23;;;;;;
13354;Pz;0,66;10/06/23;;;;;;
13356;Pz;0,95;10/06/23;;;;;;
13365;Pz;0,56;10/06/23;;;;;;
13366;Pz;0,6;10/06/23;;;;;;
13367;Pz;0,66;10/06/23;;;;;;
13377;Pz;0,72;10/06/23;;;;;;
13379;Pz;1,09;10/06/23;;;;;;
13382;Pz;1,44;10/06/23;;;;;;
13386;Pz;2,2;10/06/23;;;;;;
13393;Pz;1,01;10/06/23;;;;;;
13396;Pz;1,44;10/06/23;;;;;;
13397;Pz;1,71;10/06/23;;;;;;
13398;Pz;2,2;10/06/23;;;;;;
21874;Pz;1,2;10/06/23;;;;;;
28829;Pz;0,331;10/06/23;;;;;;
28830;Pz;1,36;10/06/23;;;;;;
30583;Pz;0,91;10/06/23;;;;;;
30584;Pz;1,17;10/06/23;;;;;;
30585;Pz;1,68;10/06/23;;;;;;
31164;Pz;0,078;10/06/23;;;;;;
31165;Pz;0,235;10/06/23;;;;;;
31166;Pz;0,277;10/06/23;;;;;;
31167;Pz;0,472;10/06/23;;;;;;
31168;Pz;0,165;10/06/23;;;;;;
31170;Pz;0,373;10/06/23;;;;;;
31171;Pz;1,14;10/06/23;;;;;;
31172;Pz;0,8;10/06/23;;;;;;
31173;Pz;0,96;10/06/23;;;;;;
31174;Pz;1,01;10/06/23;;;;;;
31176;Pz;1,07;10/06/23;;;;;;
36508;Pz;0,0462;10/06/23;;;;;;
36509;Pz;0,0486;10/06/23;;;;;;
36510;Pz;0,054;10/06/23;;;;;;
36511;Pz;0,06;10/06/23;;;;;;
36512;Pz;0,066;10/06/23;;;;;;
36513;Pz;0,156;10/06/23;;;;;;
36514;Pz;0,198;10/06/23;;;;;;
36515;Pz;0,095;10/06/23;;;;;;
36516;Pz;0,103;10/06/23;;;;;;
36517;Pz;0,109;10/06/23;;;;;;
36518;Pz;0,295;10/06/23;;;;;;
36519;Pz;0,315;10/06/23;;;;;;
36520;Pz;0,183;10/06/23;;;;;;
36521;Pz;0,181;10/06/23;;;;;;
36522;Pz;0,193;10/06/23;;;;;;
36523;Pz;0,468;10/06/23;;;;;;
36524;Pz;0,57;10/06/23;;;;;;
36525;Pz;0,65;10/06/23;;;;;;
36526;Pz;0,71;10/06/23;;;;;;
36527;Pz;0,257;10/06/23;;;;;;
36528;Pz;0,255;10/06/23;;;;;;
36529;Pz;0,64;10/06/23;;;;;;
36530;Pz;0,81;10/06/23;;;;;;
36531;Pz;0,99;10/06/23;;;;;;
36532;Pz;0,488;10/06/23;;;;;;
36533;Pz;0,65;10/06/23;;;;;;
36534;Pz;0,82;10/06/23;;;;;;
36535;Pz;1,03;10/06/23;;;;;;
36536;Pz;1,26;10/06/23;;;;;;
36537;Pz;0,54;10/06/23;;;;;;
36538;Pz;0,69;10/06/23;;;;;;
36539;Pz;0,93;10/06/23;;;;;;
36540;Pz;1,11;10/06/23;;;;;;
36541;Pz;1,45;10/06/23;;;;;;
36542;Pz;1,3;10/06/23;;;;;;
36544;Pz;2,49;10/06/23;;;;;;
36545;Pz;1,28;10/06/23;;;;;;
36548;Pz;2,49;10/06/23;;;;;;
36550;Pz;0,053;10/06/23;;;;;;
36551;Pz;0,094;10/06/23;;;;;;
36555;Pz;0,192;10/06/23;;;;;;
36560;Pz;0,304;10/06/23;;;;;;
36562;Pz;0,151;10/06/23;;;;;;
36568;Pz;0,371;10/06/23;;;;;;
36569;Pz;0,7;10/06/23;;;;;;
36570;Pz;0,78;10/06/23;;;;;;
36571;Pz;0,7;10/06/23;;;;;;
36575;Pz;1,28;10/06/23;;;;;;
52364;Pz;0,0293;10/06/23;;;;;;
52365;Pz;0,0258;10/06/23;;;;;;
52366;Pz;0,0264;10/06/23;;;;;;
52367;Pz;0,0296;10/06/23;;;;;;
52368;Pz;0,0316;10/06/23;;;;;;
52369;Pz;0,0399;10/06/23;;;;;;
52375;Pz;0,79;10/06/23;;;;;;
80846;Pz;0,098;10/06/23;;;;;;
80941;Pz;0,0196;10/06/23;;;;;;
80942;Pz;0,0205;10/06/23;;;;;;
80943;Pz;0,0229;10/06/23;;;;;;
80944;Pz;0,0243;10/06/23;;;;;;
80945;Pz;0,0316;10/06/23;;;;;;
80946;Pz;0,0436;10/06/23;;;;;;
80947;Pz;0,095;10/06/23;;;;;;
80948;Pz;0,052;10/06/23;;;;;;
80949;Pz;0,117;10/06/23;;;;;;
80951;Pz;0,164;10/06/23;;;;;;
80952;Pz;0,154;10/06/23;;;;;;
80953;Pz;0,172;10/06/23;;;;;;
80954;Pz;0,205;10/06/23;;;;;;
80955;Pz;0,237;10/06/23;;;;;;
80957;Pz;0,248;10/06/23;;;;;;
80958;Pz;0,285;10/06/23;;;;;;
80959;Pz;0,34;10/06/23;;;;;;
80960;Pz;0,358;10/06/23;;;;;;
80962;Pz;0,365;10/06/23;;;;;;
80963;Pz;0,483;10/06/23;;;;;;
80965;Pz;0,59;10/06/23;;;;;;
80968;Pz;1;10/06/23;;;;;;
80969;Pz;1;10/06/23;;;;;;
80970;Pz;1,01;10/06/23;;;;;;
80971;Pz;1,19;10/06/23;;;;;;
80972;Pz;1,33;10/06/23;;;;;;
80973;Pz;0,98;10/06/23;;;;;;
80974;Pz;1,35;10/06/23;;;;;;
80975;Pz;1,51;10/06/23;;;;;;
80976;Pz;1,61;10/06/23;;;;;;
80979;Pz;1,91;10/06/23;;;;;;
80981;Pz;1,35;10/06/23;;;;;;
80982;Pz;1,58;10/06/23;;;;;;
80983;Pz;1,79;10/06/23;;;;;;
80985;Pz;3,08;10/06/23;;;;;;
81048;Pz;0,063;10/06/23;;;;;;
81049;Pz;0,08;10/06/23;;;;;;
13278;Pz;0,0263;10/06/23;;;;;;
13279;Pz;0,0297;10/06/23;;;;;;
13280;Pz;0,0337;10/06/23;;;;;;
13283;Pz;0,0444;10/06/23;;;;;;
13285;Pz;0,049;10/06/23;;;;;;
13292;Pz;0,053;10/06/23;;;;;;
13293;Pz;0,059;10/06/23;;;;;;
13294;Pz;0,065;10/06/23;;;;;;
13295;Pz;0,077;10/06/23;;;;;;
13296;Pz;0,078;10/06/23;;;;;;
13298;Pz;0,092;10/06/23;;;;;;
13308;Pz;0,099;10/06/23;;;;;;
13309;Pz;0,108;10/06/23;;;;;;
13310;Pz;0,112;10/06/23;;;;;;
13311;Pz;0,128;10/06/23;;;;;;
13312;Pz;0,129;10/06/23;;;;;;
13314;Pz;0,145;10/06/23;;;;;;
13327;Pz;0,162;10/06/23;;;;;;
13329;Pz;0,185;10/06/23;;;;;;
13331;Pz;0,208;10/06/23;;;;;;
13362;Pz;0,365;10/06/23;;;;;;
13364;Pz;0,41;10/06/23;;;;;;
13392;Pz;0,71;10/06/23;;;;;;
28826;Pz;0,0302;10/06/23;;;;;;
28827;Pz;0,0272;10/06/23;;;;;;
28828;Pz;0,0476;10/06/23;;;;;;
31163;Pz;0,0372;10/06/23;;;;;;
31169;Pz;0,185;10/06/23;;;;;;
36549;Pz;0,073;10/06/23;;;;;;
36552;Pz;0,108;10/06/23;;;;;;
36553;Pz;0,142;10/06/23;;;;;;
36554;Pz;0,159;10/06/23;;;;;;
36556;Pz;0,207;10/06/23;;;;;;
36557;Pz;0,167;10/06/23;;;;;;
36558;Pz;0,201;10/06/23;;;;;;
36559;Pz;0,231;10/06/23;;;;;;
36561;Pz;0,318;10/06/23;;;;;;
36563;Pz;0,236;10/06/23;;;;;;
36564;Pz;0,289;10/06/23;;;;;;
36565;Pz;0,332;10/06/23;;;;;;
36566;Pz;0,403;10/06/23;;;;;;
36567;Pz;0,439;10/06/23;;;;;;
36572;Pz;0,81;10/06/23;;;;;;
36573;Pz;0,9;10/06/23;;;;;;
